Airlines,Text,Output
@SouthwestAir,"b'@SouthwestAir Mother Nature sure is strong Katy! Thank you for your kindness! We will get her on a flight, I am sur\xe2\x80\xa6 https://t.co/PzYZriwux3'",1
@SouthwestAir,b'.@SouthwestAir  Thank You! \xe2\x9d\xa4\xef\xb8\x8f https://t.co/jOJ9XPYFcO',1
@SouthwestAir,b'@stinticles @Delta @SouthwestAir but i\xe2\x80\x99ve heard southwest treats their employees better',-1
@SouthwestAir,b'@stinticles @Delta @SouthwestAir delta has free international flights if u work for them. southwest is only USA',-1
@SouthwestAir,b'@SouthwestAir Thank you for responding Katy. I was truly moved by the actions of @SouthwestAir staff! Sabrina needs\xe2\x80\xa6 https://t.co/gNPJktaCVE',1
@SouthwestAir,b'My mom called and said she wants to move to Colorado after the second earthquake tonight. I haven\xe2\x80\x99t asked why Color\xe2\x80\xa6 https://t.co/6uHK9fBLv1',-1
@SouthwestAir,b'Really would like my luggage @SouthwestAir ....It\xe2\x80\x99s hot and humid. Don\xe2\x80\x99t say one thing and do another.....happened\xe2\x80\xa6 https://t.co/s6GjEcWbkb',-1
@SouthwestAir,b'@SouthwestAir would never. https://t.co/JKojvW7Y68',-1
@SouthwestAir,b'@joonlandia @SouthwestAir pack your bags sis we\xe2\x80\x99re leaving TONIGHT',-1
@SouthwestAir,b'@caseymvinke @SacIntlAirport @SouthwestAir @LASairport I will though  just had an aftershock here more coming I was told',-1
@SouthwestAir,b'RT @shellbelll96: I seriously have the worst luck with flying. Every time my flights delay. Normally I fly @SouthwestAir and at least one o\xe2\x80\xa6',-1
@SouthwestAir,b'@KTLA  @KTLAnewsdesk   @CBSLA  @flyLAXairport  @SouthwestAir  I will be flying down to LA o Tuesday. Will I have an\xe2\x80\xa6 https://t.co/cIktYnYzKt',-1
@SouthwestAir,"b'When your @SouthwestAir flight leaves an hour late due to weather delays, and the WiFi on board is not cooperating,\xe2\x80\xa6 https://t.co/y4LpUTGum7'",-1
@SouthwestAir,"b'Hey @SouthwestAir I Applied For A Southwest Credit Card At 30,000 Feet Today. Does That Get Me Extra Points?'",-1
@SouthwestAir,b'@djocean4023 @SacIntlAirport @SouthwestAir @LASairport Have so much fun!',-1
@SouthwestAir,b'@JeffLogan10 @SouthwestAir @ponderingnews AGREED!! XOXO',-1
@SouthwestAir,b'@SouthwestAir I wanted to share a GREAT customer service moment. Left Chicago late #3630. Had connection in Vegas #\xe2\x80\xa6 https://t.co/QnkiEWkxWl',1
@SouthwestAir,b'@SouthwestAir 2\nAnd that says a lot for me to be mad at @SouthwestAir  for something like this because I fly you do\xe2\x80\xa6 https://t.co/KT3Q6EcAyR',-1
@SouthwestAir,b'@SouthwestAir  There are 2 agents at gate C6 in Phoenix at 9:45 doing a wonderful job with 2 small kids flying alone.',-1
@SouthwestAir,"b""@SouthwestAir Just for proof that that's not accurate. Screenshots taken a few hours apart. Unless a ton of might o\xe2\x80\xa6 https://t.co/kzByFH8Lwn""",-1
@SouthwestAir,b'@SouthwestAir How can you do do when I still do not have my luggage and one of your agents @BWI_Airport hung up on\xe2\x80\xa6 https://t.co/Kg3CbeJkAF',-1
@SouthwestAir,b'.@SouthwestAir can you return my phone call please? K thx bye https://t.co/jDkeUkij7A',-1
@SouthwestAir,"b'@SouthwestAir, while I am thankful for Bethany and James_70(OKC) for getting me and my son home from MCO last night\xe2\x80\xa6 https://t.co/uAateE9eiA'",-1
@SouthwestAir,"b""RT @SouthwestAir: @WilldeFries We're always looking for our next featured drink! Thanks for the suggestion, Will. In the meantime, keep you\xe2\x80\xa6""",1
@SouthwestAir,b'RT @WilldeFries: hey @SouthwestAir i was just informed by your \xe2\x80\x9cflight attendant\xe2\x80\x9d that you don\xe2\x80\x99t serve black cherry white claw ???\n\nplease\xe2\x80\xa6',-1
@SouthwestAir,b'RT @disappoin_ting: @SouthwestAir plz I need answers \xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad',-1
@SouthwestAir,"b""RT @SouthwestAir: @WilldeFries We're always looking for our next featured drink! Thanks for the suggestion, Will. In the meantime, keep you\xe2\x80\xa6""",1
@SouthwestAir,b'RT @WilldeFries: hey @SouthwestAir i was just informed by your \xe2\x80\x9cflight attendant\xe2\x80\x9d that you don\xe2\x80\x99t serve black cherry white claw ???\n\nplease\xe2\x80\xa6',-1
@SouthwestAir,b'RT @SouthwestAir: Your favorite airline is selling flights to Hawaii. Connecting service from the L.A. area to Honolulu and Maui.',-1
@SouthwestAir,b'Sandra Annette Bullock this is your Donaldli Mark Ingalls. I love you Sandra.\n\n@ABC4\n@cbs\n@FOX\n@MSNBC\n#SeaTac\xe2\x80\xa6 https://t.co/WKiugJcjzt',1
@SouthwestAir,"b""Bruh, they *missed* landing into Albany. It's Albany! It's Smallbany...@SouthwestAir https://t.co/080XW9HzYR""",-1
@SouthwestAir,b'Changing my flight that way i don\xe2\x80\x99t way i don\xe2\x80\x99t have to land in LA \xf0\x9f\xa5\xba @SouthwestAir',-1
@SouthwestAir,b'Sandra Annette Bullock this is your Donaldli Mark Ingalls. I love you Sandra.\n\n@ABC4\n@cbs\n@FOX\n@MSNBC\n#SeaTac\xe2\x80\xa6 https://t.co/Z8p3etuRde',1
@SouthwestAir,"b'@SouthwestAir @SouthwestAir, sorry for the delayed reply.  Had a busy trip and busy following week. I will DM that\xe2\x80\xa6 https://t.co/XFTywU6i1e'",-1
@SouthwestAir,b'RT @WilldeFries: hey @SouthwestAir i was just informed by your \xe2\x80\x9cflight attendant\xe2\x80\x9d that you don\xe2\x80\x99t serve black cherry white claw ???\n\nplease\xe2\x80\xa6',-1
@SouthwestAir,"b'RT @SouthwestAir: @Jaymes9 Yikes. So sorry that it took a day for your bag to be readily available to both you and your sister, Jaymes. Our\xe2\x80\xa6'",-1
@SouthwestAir,b'Never flying @SouthwestAir again.',-1
@SouthwestAir,b'@SouthwestAir Bought WiFi on board for the first time but it quickly quit working. How do I get my $8 back? This Tw\xe2\x80\xa6 https://t.co/Q5290wNnVT',-1
@SouthwestAir,"b'RT @VakhariaAmi: Connecting flight via ATL, left my cooler with breastmilk on the 1st plane. C13 gate agent ran over to my 1st flight to gr\xe2\x80\xa6'",-1
@SouthwestAir,"b'@SouthwestAir Hello, I mistakely cancelled my southwest vacation package after 2mins when I done my booking. I did\xe2\x80\xa6 https://t.co/zEfGyeUyp5'",-1
@SouthwestAir,b'@BillieBadBeat @ToddFuhrman @SouthwestAir When the Fun Stops',-1
@SouthwestAir,b'I seriously have the worst luck with flying. Every time my flights delay. Normally I fly @SouthwestAir and at least\xe2\x80\xa6 https://t.co/pXF93t2KHv',-1
@SouthwestAir,b'@SouthwestAir @ToddFuhrman @SouthwestAir is the undisputed best!',-1
@SouthwestAir,b'RT @KC0514: @SouthwestAir .   You guys are great. The kids got a brain tumor and you lose his luggage with his camera equipment in it; and\xe2\x80\xa6',1
@SouthwestAir,b'Back at it on @SouthwestAir... https://t.co/1OTmAQCMVZ',-1
@SouthwestAir,b'Thanks @SouthwestAir for pushing my husband\xe2\x80\x99s flight back FOUR times and making him miss our son\xe2\x80\x99s game!\xe2\x80\xa6 https://t.co/1R2yoKeD9Q',1
@SouthwestAir,"b'Arriving in Seattle. Flight a little delayed, but still hoping to catch the tail end of the @Athletics vs.\xe2\x80\xa6 https://t.co/d7QOzgZpeB'",-1
@SouthwestAir,b'@SouthwestAir Just touched down in Philly. Thanks again for all you do. You\xe2\x80\x99re personal touch for your customer is\xe2\x80\xa6 https://t.co/XjlLksjZLg',1
@SouthwestAir,b'@SouthwestAir Just returned from a Maui/Honolulu trip... the @SouthwestAir team did a fantastic job every step of the way!',-1
@SouthwestAir,b'@ToddFuhrman @SouthwestAir Are we getting our Knicks bets refunded or what?',-1
@SouthwestAir,b'@ToddFuhrman @SouthwestAir Is there actual odds on if/when SoCal gets a 10 on the Richter scale?',-1
@SouthwestAir,b'@SouthwestAir What type of ID is needed for children flying?  6 and 8 year old children who have flown before and h\xe2\x80\xa6 https://t.co/ZZV46m7GIn',-1
@SouthwestAir,b'RT @ToddFuhrman: Apparently NBA summer league games get delayed by earthquakes but not flights on @SouthwestAir at LAX; my kinda team!!',-1
@SouthwestAir,b'@ToddFuhrman @SouthwestAir Makes sense. Where\xe2\x80\x99s the best place to be when the world is shaking?',-1
@SouthwestAir,"b'""Give me a Group A @SouthwestAir boarding pass or give me@death!"" #RevolutionaryWarAirportStories https://t.co/nYqZMQTwpX'",-1
@SouthwestAir,"b""@ToddFuhrman @SouthwestAir I'm sure their trying to get the hell out of area quick""",-1
@SouthwestAir,"b'RT @SouthwestAir: @CollierSZLive Thanks for the kind words! We always try to do work, James. Looking forward to sharing the sunny skies wit\xe2\x80\xa6'",1
@SouthwestAir,b'@SouthwestAir Will do! Thanks for being my go to airline!',1
@SouthwestAir,b'RT @ToddFuhrman: Apparently NBA summer league games get delayed by earthquakes but not flights on @SouthwestAir at LAX; my kinda team!!',-1
@SouthwestAir,b'@SouthwestAir Ayyy \xf0\x9f\x94\xa5 thanks fam! \xf0\x9f\x99\x8f',1
@SouthwestAir,b'Apparently NBA summer league games get delayed by earthquakes but not flights on @SouthwestAir at LAX; my kinda team!!',-1
@SouthwestAir,b'RT @SouthwestAir: Are you or someone you\xe2\x80\x99re traveling with in need of wheelchair assistance? #TravelTip',-1
@SouthwestAir,b'@ZaidZalqirm @SouthwestAir i did\xf0\x9f\x98\xa9 zaid and dog vs southwest',-1
@SouthwestAir,"b'RT @HOPELatinas: .@HOPELatinas &amp; @GrupoSalinasUSA welcome the 2019 #HOPEBinationalFellowship Cohort!  Special thanks to @NBCUTelemundo, @So\xe2\x80\xa6'",1
@SouthwestAir,b'@mayjalone @SouthwestAir Y\xe2\x80\x99all?',-1
@SouthwestAir,"b'Well, that was fun. Thank you @SouthwestAir for getting us on the ground safely. https://t.co/OOpvW7gJti'",1
@SouthwestAir,"b'RT @SouthwestAir: Your favorite airline is selling flights to Hawaii. Low fares from OAK and SJC to Honolulu, Maui, and Kona.'",-1
@SouthwestAir,b'@SouthwestAir should give everyone a complimentary Xanax',-1
@SouthwestAir,b'S/out to @SouthwestAir for celebrating my birthday with class \xf0\x9f\xa5\xb3 pretzelCrown https://t.co/HkTNU4h47w',-1
@SouthwestAir,b'RT @Suns: Summer Suns begins!\n\n\xf0\x9f\x93\x8d@ThomasAndMack\n\xf0\x9f\x86\x9a  @nuggets \n\xf0\x9f\x93\xba @espn \n\n@SouthwestAir | #NBASummer https://t.co/RZkH4TkOzw',-1
@SouthwestAir,"b'@SouthwestAir If I was able to get in touch with them I would have told them. However now they\xe2\x80\x99re stuck in Chicago,\xe2\x80\xa6 https://t.co/JGSQV7GgOb'",-1
@SouthwestAir,b'RT @Suns: Summer Suns begins!\n\n\xf0\x9f\x93\x8d@ThomasAndMack\n\xf0\x9f\x86\x9a  @nuggets \n\xf0\x9f\x93\xba @espn \n\n@SouthwestAir | #NBASummer https://t.co/RZkH4TkOzw',-1
@SouthwestAir,b'RT @challengerST: Endorsed. Book those flights now! @united @aairwaves @SouthwestAir @British_Airways @lufthansa  Alita Battle Angel #Alita\xe2\x80\xa6',-1
@SouthwestAir,b'@SouthwestAir Jack &amp; Coke hit the spot! Excellent flight crew! My favorite airline \xe2\x9c\x88 #wannagetaway from #houston wi\xe2\x80\xa6 https://t.co/okaHPALg0R',-1
@SouthwestAir,b'Major airlines are flying plastic-free flights or ditching wasteful single-use plastics entirely. Why has\xe2\x80\xa6 https://t.co/pB42IG0hD7',-1
@SouthwestAir,"b'@SouthwestAir you really let me down. Delayed, miss connection, add another connection. Lose our bags. Argue over n\xe2\x80\xa6 https://t.co/STP3fydAUh'",-1
@SouthwestAir,b'Save money on your next ad campaign... your next wanna get away commercial features Kevin Knox getting absolutely m\xe2\x80\xa6 https://t.co/HKlOxlxlS5',-1
@SouthwestAir,b'RT @missLDthatsme: When @SouthwestAir losses your luggage and gives you an out of service number to call to locate it. Never again.',-1
@SouthwestAir,b'@SouthwestAir .   You guys are great. The kids got a brain tumor and you lose his luggage with his camera equipment\xe2\x80\xa6 https://t.co/2UgmhDImhu',1
@SouthwestAir,b'@gamer82060 @FlyAirNZ @HawaiianAir @SouthwestAir @FlyANA_official @FlyANA_official !!!!\nI like @HawaiianAir  too! https://t.co/wcUwKOhtv6',-1
@SouthwestAir,b'@TomoharuSuzuki2 My favourites are:\n@FlyAirNZ \n@HawaiianAir \n@SouthwestAir \n@FlyANA_official',-1
@SouthwestAir,b'When @SouthwestAir losses your luggage and gives you an out of service number to call to locate it. Never again.',-1
@SouthwestAir,b'RT @jessicaabriscoe: My apologies to @SouthwestAir and @nytimes for borrowing these images to make a meme! \xf0\x9f\x98\x82 #RevolutionaryWarAirportStorie\xe2\x80\xa6',-1
@SouthwestAir,b'My apologies to @SouthwestAir and @nytimes for borrowing these images to make a meme! \xf0\x9f\x98\x82\xe2\x80\xa6 https://t.co/PP23NOhtGN',-1
@SouthwestAir,b'@SouthwestAir when are you releasing flights for the rest of January?!',-1
@SouthwestAir,"b'RT @SouthwestAir: Stop daydreaming, and start packing. Connecting service from the L.A. area to Honolulu and Maui.'",-1
@SouthwestAir,b'Kudos to Brandy working @SouthwestAir gates B3 and B5 tonight. She has a smile on her face every time I come through MDW.',-1
@SouthwestAir,b'I have gotten great service from @SouthwestAir in the past. But first they lose my bag on Mon. I get a call at 3 pm\xe2\x80\xa6 https://t.co/hxcwYVf9Vp',-1
@SouthwestAir,"b""@SouthwestAir i liked for pride you didn't support it why im buying a plane ticket for El paso to sac \xf0\x9f\x98\x98""",-1
@SouthwestAir,"b'Don\xe2\x80\x99t worry @united, I rebooked my boyfriend on @SouthwestAir and it was worth every penny.'",-1
@SouthwestAir,"b'@tvaziri Seats could be bigger in economy on any plane, but I love @SouthwestAir and have been happy with @united.\xe2\x80\xa6 https://t.co/7sEFOSEh3K'",1
@SouthwestAir,b'@GGomezD9 @RachelLaing @SanDiegoAirport @SDMayorsOffice @Kevin_Faulconer @SouthwestAir @Alex_Presha @sdmts Yet we a\xe2\x80\xa6 https://t.co/iJck1A4fjR',-1
@SouthwestAir,b'Bro. A flight with @SouthwestAir sitting in the back. Headphones in flight attendants chillin talkin to me about th\xe2\x80\xa6 https://t.co/y8jGAPh38r',-1
@SouthwestAir,b'@solerika @SouthwestAir It sucks so bad! Lol!',-1
@SouthwestAir,b'@briadavi @SingaporeAir @SouthwestAir Pack a lot of snacks.',-1
@SouthwestAir,b'@SouthwestAir Thanks for the great flight. Keep up the excellent service. https://t.co/Cj0YN0eUoT',1
@SouthwestAir,"b""@SouthwestAir @CptSomething Customers don't get paid to work out seating arrangements, that is the FA's job""",-1
@SouthwestAir,"b'RT @ServiceChatter: Take home point:  when flying out of Philly, you are 7x more likely to have a flight cancellation on \xe2\x81\xa6@AmericanAir\xe2\x81\xa9 and\xe2\x80\xa6'",-1
@SouthwestAir,b'@taptap128 @AngieSullivan0 What should we do? Saddle re-assignments available? @SouthwestAir',-1
@SouthwestAir,b'@SouthwestAir has a flight attendant going around telling people I\xe2\x80\x99m mad at the world because I\xe2\x80\x99m HIV positive. Int\xe2\x80\xa6 https://t.co/eY87s0ttTX',-1
@SouthwestAir,"b'Take home point:  when flying out of Philly, you are 7x more likely to have a flight cancellation on \xe2\x81\xa6@AmericanAir\xe2\x81\xa9\xe2\x80\xa6 https://t.co/o7G7DwPO4V'",-1
@SouthwestAir,b'@Smizzo5 @mrBobbyBones He flies @SouthwestAir',-1
@SouthwestAir,"b""I was under the impression @SingaporeAir had the longest flight in the world with SIN-EWR, but turns out it's\xe2\x80\xa6 https://t.co/y2HiSBHyEI""",-1
@SouthwestAir,b'@MJ_717 @SouthwestAir You got nice smile https://t.co/wskEC2dapv',-1
@SouthwestAir,b'RT @hehateme2012: #RevolutionaryWarAirports Thanks @SouthwestAir for preventing King George from flying over to stop the revolution.  God b\xe2\x80\xa6',1
@SouthwestAir,b'@airlinewriter @SouthwestAir @AlaskaAir SW needs to release some gates at LUV. Where else does such a monopoly exist?',-1
@SouthwestAir,b'@SouthwestAir I have to say the ease with which I just changed a flight on your website is absolutely amazing.  Now\xe2\x80\xa6 https://t.co/R9jkKlXpa4',1
@SouthwestAir,b'@SouthwestAir 5. Check Delta and United for next flight',-1
@SouthwestAir,b'#RevolutionaryWarAirports Thanks @SouthwestAir for preventing King George from flying over to stop the revolution.\xe2\x80\xa6 https://t.co/hdIsERjXRp',1
@SouthwestAir,b'Why i don\xe2\x80\x99t check bags. Everytime i go. They loose it @SouthwestAir',-1
@SouthwestAir,b'@SouthwestAir @SouthwestAir just called y\xe2\x80\x99all to change to a sfo flight. That was seamless \xf0\x9f\x91\x8f\xf0\x9f\x8f\xbb',-1
@SouthwestAir,"b'@GoodLifeXplorer @SouthwestAir This is the new Southworst.  Delay after delay, cancellations, lost baggage, no WiFi.  The list goes on!'",-1
@SouthwestAir,"b'@SouthwestAir @SmittyinPgh Translation.  Too bad, so sad.  We don\xe2\x80\x99t care that your mad!'",-1
@SouthwestAir,b'@SouthwestAir @IMS Kudos to the funny flight crew and pilots tonight ... great views of IMS during landing! https://t.co/O88auJwrCm',1
@SouthwestAir,b'@Doc_AKB @SouthwestAir lol \xf0\x9f\x98\x86 thanks! \xf0\x9f\x91\x8d\xf0\x9f\x8f\xbc\xf0\x9f\x91\x8d\xf0\x9f\x8f\xbc',1
@SouthwestAir,b'@SmittyinPgh @SouthwestAir SW WiFi is as reliable as Congress',-1
@SouthwestAir,b'@YesICanyel @SouthwestAir Southworst strikes again!   When will it stop?',-1
@SouthwestAir,b'@SouthwestAir delays are getting out of hand. I\xe2\x80\x99ve had to retract a late ride from a generous friend and now I\xe2\x80\x99m pa\xe2\x80\xa6 https://t.co/IoWIE75nFQ',-1
@SouthwestAir,b'Thank you @SouthwestAir for getting us a plane out of Chicago to Philly to avoid a 2.5 hr delay. https://t.co/PuU8WyyotN',1
@SouthwestAir,b'@MarkArum  #9PMRoutine  All set to roll here in Ma @PascoSheriff  wish me the best of luck praying @MrBeastYT\xe2\x80\xa6 https://t.co/Zl5468A6A4',-1
@SouthwestAir,"b'@SouthwestAir, you guys have competition. Game on? https://t.co/fFX9OcuvCw'",-1
@SouthwestAir,b'@SouthwestAir my husband and daughter missed my Dad\xe2\x80\x99s funeral today because of infant policies that are inconsisten\xe2\x80\xa6 https://t.co/HAVPgz9cDW',-1
@SouthwestAir,b'Thank you @SouthwestAir and @HACUNews for the Lanzate scholarship. https://t.co/P7boyd4br7',1
@SouthwestAir,b'.@TSA does NOT have enough screening machines open in the @SouthwestAir terminal @LASairport',-1
@SouthwestAir,b'RT @WilldeFries: hey @SouthwestAir i was just informed by your \xe2\x80\x9cflight attendant\xe2\x80\x9d that you don\xe2\x80\x99t serve black cherry white claw ???\n\nplease\xe2\x80\xa6',-1
@SouthwestAir,"b'RT @SouthwestAir: Your favorite airline is selling flights to Hawaii. Low fares from OAK and SJC to Honolulu, Maui, and Kona.'",-1
@SouthwestAir,b'RT @JafetC6: @SouthwestAir @Lilpavie__ Yo if y\xe2\x80\x99all don\xe2\x80\x99t give my man his next 10 flights free I\xe2\x80\x99ll never fly southwest again',-1
@SouthwestAir,b'@SouthwestAir Flight Attendant- Don\xe2\x80\x99t tamper with the smoke detectors in the lavatories because I KNOW y\xe2\x80\x99all don\xe2\x80\x99t\xe2\x80\xa6 https://t.co/wFnvZl0UsV',-1
@SouthwestAir,"b'@LaurenMix965 @SouthwestAir Did you tell them ""this opportunity comes once in a lifetime yo"" ? I\xf0\x9f\x98\x82 .... sorry I\'m st\xe2\x80\xa6 https://t.co/F8ojnrmG8f'",-1
@SouthwestAir,b'@LaurenMix965 @SouthwestAir God Speed Lauren! \n#positivevibes #prayers #strength #cheersfromhouston https://t.co/ppahTpvFNd',-1
@SouthwestAir,b'@SouthwestAir Full flight and individual gets on early and holds 2 rows of seats. Spreads their belongings all over\xe2\x80\xa6 https://t.co/7HhuxutJhs',-1
@SouthwestAir,b'@SouthwestAir Please find a way to fix your campion passes!  If I am A1-15 there is NO reason I should be told to b\xe2\x80\xa6 https://t.co/slv7yCoWu1',-1
@SouthwestAir,b'RT @SouthwestAir: Our Fall Travel Sale ends Thursday. Your getaway is getting away. Grab your fare and go.',-1
@SouthwestAir,b'RT @SouthwestAir: Are you or someone you\xe2\x80\x99re traveling with in need of wheelchair assistance? #TravelTip',-1
@SouthwestAir,b'@SouthwestAir thank you for making this flight even better! Free drink coupons! So many choices! https://t.co/oimKcBZ342',1
@SouthwestAir,b'@SouthwestAir y\xe2\x80\x99all have lost 3 customers!! My child\xe2\x80\x99s entire vacation ruined because of y\xe2\x80\x99all!!',-1
@SouthwestAir,b'@SouthwestAir I reminded them that we just had this conversation two hours ago with their staff. Now I have no clue\xe2\x80\xa6 https://t.co/V4QBUDYHLj',-1
@SouthwestAir,b'@SouthwestAir I fly Southwest as often as possible. Your employees are always so cheerful and happy to be there.',-1
@SouthwestAir,b'@SouthwestAir they decided to let my mom keep her voucher. So I\xe2\x80\x99m thinking since we were waiting on our bags togeth\xe2\x80\xa6 https://t.co/OYQsN7fWwg',-1
@SouthwestAir,"b'@SouthwestAir we asked to speak to the manager Bcz at this point we missed a day at the parks, I couldn\xe2\x80\x99t get my mo\xe2\x80\xa6 https://t.co/SkGSnTzGzb'",-1
@SouthwestAir,b'@SouthwestAir nobody knew where our bags were! So we went to Walmart spent over $100 on clothing and toiletries. Go\xe2\x80\xa6 https://t.co/2EazWnbf7q',-1
@SouthwestAir,b'@KyleKingOnAir @LaurenMix965 @SouthwestAir That\xe2\x80\x99s yours. Or @spoondj',-1
@SouthwestAir,b'@SouthwestAir still no luggage. We were given $150 travel voucher but our park tickets was in our luggage along wit\xe2\x80\xa6 https://t.co/Htzc7VXAQ4',-1
@SouthwestAir,b'@SouthwestAir so they told us that our luggage would be here waiting for us at Orlando when we arrived at 9:30 this\xe2\x80\xa6 https://t.co/5blg1CLDFg',-1
@SouthwestAir,b'My experience with @SouthwestAir has been a complete nightmare starting yesterday. 1st our flight was cancelled bec\xe2\x80\xa6 https://t.co/bkJz3TIudf',-1
@SouthwestAir,b'@SouthwestAir Hopefully he won\xe2\x80\x99t miss it. Thanks',1
@SouthwestAir,b'@SouthwestAir I flew into LAX once and needed a wheelchair. The airline I was flying abandoned me near baggage clai\xe2\x80\xa6 https://t.co/Qff9N4VaIS',-1
@SouthwestAir,b'This is one of the many reasons why I LUV flying @SouthwestAir for my personal and business travels.  Many thanks t\xe2\x80\xa6 https://t.co/Z8TDVVdvHI',1
@SouthwestAir,"b'@SouthwestAir After watching this bitch attempt to help kidnappers kidnap me, I\xe2\x80\x99ll never fly Southwest again. 8:55\xe2\x80\xa6 https://t.co/RgxB1moFlh'",-1
@SouthwestAir,b'HOLY CRAP the @SouthwestAir attendant on my flight to Phoenix right now is so animated...I really like her. She cou\xe2\x80\xa6 https://t.co/XpBzrgLUmV',-1
@SouthwestAir,b'RT @darienshae: Incredibly rough travel day with @AmericanAir I\xe2\x80\x99m hoping @SouthwestAir will take me back as a loyal customer for over 12 ye\xe2\x80\xa6',-1
@SouthwestAir,b'@SouthwestAir Ignorant employee at Ontario CA https://t.co/eFOxiVepNw https://t.co/Uz6yC4lbaT',-1
@SouthwestAir,b'@SouthwestAir Just did \xe2\x9c\x85 thank you!!',1
@SouthwestAir,b'Soooooo what time is my flight @SouthwestAir ???? https://t.co/PxoydoPbuF',-1
@SouthwestAir,b'RT @airlinewriter: So @SouthwestAir is the winner here; still flying to SJC and SAN. Have to wonder how long @AlaskaAir can continue to ope\xe2\x80\xa6',-1
@SouthwestAir,b'@SouthwestAir SMDH.',-1
@SouthwestAir,"b'@SouthwestAir My 16-year old is on your plane &amp; online it says it left at 7:04pmEST, but my son is texting me at 8:\xe2\x80\xa6 https://t.co/tAHSU6brip'",-1
@SouthwestAir,"b'@SouthwestAir Flown flight? I haven\xe2\x80\x99t freaking gone anywhere yet.  Well, unless you count the little jaunt out to t\xe2\x80\xa6 https://t.co/7Ys9i7i1D5'",-1
@SouthwestAir,"b'WTH @SouthwestAir ! I\xe2\x80\x99m all for extending my vacation in San Diego, but pick a darn time! #delaynumber5\xe2\x80\xa6 https://t.co/A5UY5oG4K9'",-1
@SouthwestAir,b'@SouthwestAir @JetBlue you 2 companies will NEVER get anymore business from me or family members. Believe that!',-1
@SouthwestAir,b'Big thanks to the @SouthwestAir agent today @Fly_Nashville gate C19 for helping me and my family get on an earlier\xe2\x80\xa6 https://t.co/X4ZGhoXMsg',1
@SouthwestAir,b'A 4 hr delay @SouthwestAir ? What is going on? #denver #flightcancelled #rebooked #delayed #travelingwithatoddler #sendhelp',-1
@SouthwestAir,b'@SouthwestAir HELP!!  My daughter has lost her pink teddy bear and we may have left it on the plane when we landed\xe2\x80\xa6 https://t.co/yVpbLJpXNf',-1
@SouthwestAir,b'@SouthwestAir No doubt!',-1
@SouthwestAir,b'RT @rachellipsky: #TimeLapse into @dallastxinsta #RachelLipsky @southwestair #Nashville to #Dallas https://t.co/e2yRdD9dvY',0
@SouthwestAir,"b'@SouthwestAir your lounge in the St. Louis Airport, just gave me life!!'",-1
@SouthwestAir,b'@SouthwestAir \n\n#\xf0\x9f\x92\x99\xe2\x9d\xa4\xef\xb8\x8f\xf0\x9f\x92\x9b The ride ... Thank You! https://t.co/ian2Tjio25',1
@SouthwestAir,b'@lexkayla @SouthwestAir Lol. That\xe2\x80\x99s the new SW',-1
@SouthwestAir,b'@SouthwestAir @raffel BS.  You stranded me  and my son in Baltimore two weeks ago and did nothing for us. And look\xe2\x80\xa6 https://t.co/c2PFBRLhaX',-1
@SouthwestAir,b'@DMCETX @JohnLandes89 @SouthwestAir @acorns How many acorns does $100 get ya?',-1
@SouthwestAir,b'@SouthwestAir The trend is terrible. It should be remedied. Your frequent fliers who commute every Friday on this f\xe2\x80\xa6 https://t.co/D2XMk89DUp',-1
@SouthwestAir,b'@martha_alt @SouthwestAir And I don\xe2\x80\x99t believe the weather diversion excuse',-1
@SouthwestAir,b'@martha_alt @SouthwestAir Think more than twice.  Think another airline who at least tries to provide service.',-1
@SouthwestAir,b'@DeannaOnTheAir @SouthwestAir @PHLAirport Southworst',-1
@SouthwestAir,b'@DeannaOnTheAir @SouthwestAir @PHLAirport They stranded me and my son in Baltimore two weeks ago.  And did nothing\xe2\x80\xa6 https://t.co/jCTHxj213M',-1
@SouthwestAir,b'@chrisbarnett01 @SouthwestAir This is the new SW.  They simply don\xe2\x80\x99t care.  They are now truly a junk fare airline\xe2\x80\xa6 https://t.co/CMAeat7fFR',-1
@SouthwestAir,b'@MarikoAnnu @SouthwestAir Because SW now sucks!',-1
@SouthwestAir,b'@MarikoAnnu @SouthwestAir You nailed it.  There\xe2\x80\x99s always an excuse.  And me thinks they are not true!',-1
@SouthwestAir,b'@SouthwestAir @SouthwestAir That was my hope back in May. You need to do better with this flight. Find another plan\xe2\x80\xa6 https://t.co/wFT7fUuyRF',-1
@SouthwestAir,b'@johnbcrist @EHastey @SouthwestAir Looking for the lost peanuts in the seats no doubt. LOL.',-1
@SouthwestAir,b'Didn\xe2\x80\x99t know this sort of thing was allowed on airlines other than @SouthwestAir. https://t.co/AuopHSBPAY',-1
@SouthwestAir,b'@JohnLandes89 @SouthwestAir @acorns Hmmmm. Bet there\xe2\x80\x99s an app idea in that somewhere. Better \xe2\x84\xa2\xef\xb8\x8f that HJL. https://t.co/Q3DdSKpNl0',-1
@SouthwestAir,"b'@SouthwestAir Ugh...I paid 26,000 points for THIS?'",-1
@SouthwestAir,b'RT @AeroimagesChris: 7545 42589 N7206U 737-7 @SouthwestAir #737MAX7 in storage at @FlyRenton https://t.co/XSSY88OQgh',-1
